SEC_NAME,ISLAND,REGION,OTHER_POOL_LEVEL,HUMAN_IMPACT,COARSE_STRUCT,REEF_ZONE,DEPTH_BIN,AREA_HA,UNCERTAIN_SIZE,RAMP_BASIC,MARI2011,MARI2014,TUT10_12,AS_SANCTUARY,Notes
NII_WEST,Niihau,MHI,LS,L,S,Forereef,Mid,2992.988492,N,NII_WEST,NII_WEST,NII_WEST,NII_WEST,NII_WEST,
NII_WEST,Niihau,MHI,LS,L,S,Forereef,Shallow,919.395945,N,NII_WEST,NII_WEST,NII_WEST,NII_WEST,NII_WEST,
OAH_SOUTH,Oahu,MHI,HS,H,S,Forereef,Deep,1457.29677,N,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,
OAH_SOUTH,Oahu,MHI,HS,H,S,Forereef,Mid,3926.206706,N,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,
OAH_SOUTH,Oahu,MHI,HS,H,S,Forereef,Shallow,3658.205214,N,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,
OAH_EAST,Oahu,MHI,MCM,M,CM,Forereef,Deep,978.9371021,N,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,
OAH_EAST,Oahu,MHI,MCM,M,CM,Forereef,Mid,1848.277607,N,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,
OAH_EAST,Oahu,MHI,MCM,M,CM,Forereef,Shallow,1541.871579,N,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,
OAH_KAENA,Oahu,MHI,MCM,M,CM,Forereef,Deep,673.0399306,N,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,
OAH_KAENA,Oahu,MHI,MCM,M,CM,Forereef,Mid,632.1302084,N,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,
OAH_KAENA,Oahu,MHI,MCM,M,CM,Forereef,Shallow,343.0090114,N,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,
OAH_NE,Oahu,MHI,MS,M,S,Forereef,Deep,605.4764457,N,OAH_NE,OAH_NE,OAH_NE,OAH_NE,OAH_NE,
OAH_NE,Oahu,MHI,MS,M,S,Forereef,Mid,3213.604407,N,OAH_NE,OAH_NE,OAH_NE,OAH_NE,OAH_NE,
OAH_NE,Oahu,MHI,MS,M,S,Forereef,Shallow,3680.967178,N,OAH_NE,OAH_NE,OAH_NE,OAH_NE,OAH_NE,
OAH_NORTH,Oahu,MHI,MS,M,S,Forereef,Deep,556.2921428,N,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,
OAH_NORTH,Oahu,MHI,MS,M,S,Forereef,Mid,1146.80066,N,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,
OAH_NORTH,Oahu,MHI,MS,M,S,Forereef,Shallow,856.7078885,N,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,
Brooks,Brooks,NWHI,BANK,U,U,Forereef,Deep,66.21195617,N,Brooks,Brooks,Brooks,Brooks,Brooks,
French Frigate,French Frigate,NWHI,None,U,U,Backreef,All,669.453395,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,
French Frigate,French Frigate,NWHI,None,U,U,Forereef,Deep,3237.453214,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,
French Frigate,French Frigate,NWHI,None,U,U,Forereef,Mid,4786.898844,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,
French Frigate,French Frigate,NWHI,None,U,U,Forereef,Shallow,848.8896068,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,
French Frigate,French Frigate,NWHI,None,U,U,Lagoon,Deep,5056.025627,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,
French Frigate,French Frigate,NWHI,None,U,U,Lagoon,Mid,11059.71182,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,
French Frigate,French Frigate,NWHI,None,U,U,Lagoon,Shallow,2138.998651,N,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,
Gardner,Gardner,NWHI,None,U,U,Forereef,Deep,28559.86045,Y,Gardner,Gardner,Gardner,Gardner,Gardner,"Virtually no bathymetry, huge uncertainty, assuming 90% of roughly estimates bottom is in deep forereef"
Gardner,Gardner,NWHI,None,U,U,Forereef,Mid,1586.658914,Y,Gardner,Gardner,Gardner,Gardner,Gardner,"Virtually no bathymetry, huge uncertainty, assuming 90% of roughly estimates bottom is in deep forereef"
Gardner,Gardner,NWHI,None,U,U,Forereef,Shallow,1586.658914,Y,Gardner,Gardner,Gardner,Gardner,Gardner,"Virtually no bathymetry, huge uncertainty, assuming 90% of roughly estimates bottom is in deep forereef"
Kure,Kure,NWHI,None,U,U,Backreef,All,313.2284126,N,Kure,Kure,Kure,Kure,Kure,
Kure,Kure,NWHI,None,U,U,Forereef,Deep,1122.511521,N,Kure,Kure,Kure,Kure,Kure,
Kure,Kure,NWHI,None,U,U,Forereef,Mid,1096.142722,N,Kure,Kure,Kure,Kure,Kure,
Kure,Kure,NWHI,None,U,U,Forereef,Shallow,219.8318451,N,Kure,Kure,Kure,Kure,Kure,
Kure,Kure,NWHI,None,U,U,Lagoon,Mid,146.065072,N,Kure,Kure,Kure,Kure,Kure,
Kure,Kure,NWHI,None,U,U,Lagoon,Shallow,801.5929159,N,Kure,Kure,Kure,Kure,Kure,
Laysan,Laysan,NWHI,None,U,U,Forereef,Deep,1763.688407,Y,Laysan,Laysan,Laysan,Laysan,Laysan,"Very rough guess, many many estimations"
Laysan,Laysan,NWHI,None,U,U,Forereef,Mid,1435.923054,Y,Laysan,Laysan,Laysan,Laysan,Laysan,"Very rough guess, many many estimations"
Laysan,Laysan,NWHI,None,U,U,Forereef,Shallow,200,Y,Laysan,Laysan,Laysan,Laysan,Laysan,"Very rough guess, many many estimations"
Lisianski,Lisianski,NWHI,None,U,U,Forereef,Deep,14059.07869,Y,Lisianski,Lisianski,Lisianski,Lisianski,Lisianski,Major unknowns in maps - habitat and bathymetry ..lots of guesstimation .. Potential to be VERY wrong
Lisianski,Lisianski,NWHI,None,U,U,Forereef,Mid,11054.46672,Y,Lisianski,Lisianski,Lisianski,Lisianski,Lisianski,Major unknowns in maps - habitat and bathymetry ..lots of guesstimation .. Potential to be VERY wrong
Lisianski,Lisianski,NWHI,None,U,U,Forereef,Shallow,5841.383859,Y,Lisianski,Lisianski,Lisianski,Lisianski,Lisianski,Major unknowns in maps - habitat and bathymetry ..lots of guesstimation .. Potential to be VERY wrong
Maro,Maro,NWHI,None,U,U,Backreef,All,8195.485754,N,Maro,Maro,Maro,Maro,Maro,
Maro,Maro,NWHI,None,U,U,Forereef,Deep,5403.476117,N,Maro,Maro,Maro,Maro,Maro,
Maro,Maro,NWHI,None,U,U,Forereef,Mid,14308.88263,N,Maro,Maro,Maro,Maro,Maro,
Maro,Maro,NWHI,None,U,U,Forereef,Shallow,5894.320658,N,Maro,Maro,Maro,Maro,Maro,
Maro,Maro,NWHI,None,U,U,Lagoon,Mid,207.821398,N,Maro,Maro,Maro,Maro,Maro,
Maro,Maro,NWHI,None,U,U,Lagoon,Shallow,182.6414462,N,Maro,Maro,Maro,Maro,Maro,
Midway,Midway,NWHI,None,U,U,Backreef,All,414.9599651,N,Midway,Midway,Midway,Midway,Midway,
Midway,Midway,NWHI,None,U,U,Forereef,Deep,1566.839533,N,Midway,Midway,Midway,Midway,Midway,
Midway,Midway,NWHI,None,U,U,Forereef,Mid,1472.589454,N,Midway,Midway,Midway,Midway,Midway,
Midway,Midway,NWHI,None,U,U,Forereef,Shallow,254.2145327,N,Midway,Midway,Midway,Midway,Midway,
Midway,Midway,NWHI,None,U,U,Lagoon,Deep,0.005735694,N,Midway,Midway,Midway,Midway,Midway,
Midway,Midway,NWHI,None,U,U,Lagoon,Mid,396.1011223,N,Midway,Midway,Midway,Midway,Midway,
Midway,Midway,NWHI,None,U,U,Lagoon,Shallow,890.879595,N,Midway,Midway,Midway,Midway,Midway,
Necker,Necker,NWHI,None,U,U,Forereef,Deep,491.2692997,N,Necker,Necker,Necker,Necker,Necker,
Necker,Necker,NWHI,None,U,U,Forereef,Mid,136.8155079,N,Necker,Necker,Necker,Necker,Necker,
Necker,Necker,NWHI,None,U,U,Forereef,Shallow,8.536971662,N,Necker,Necker,Necker,Necker,Necker,
Nihoa,Nihoa,NWHI,None,U,U,Forereef,Deep,351.5016844,Y,Nihoa,Nihoa,Nihoa,Nihoa,Nihoa,Gaps in bathymetry
Nihoa,Nihoa,NWHI,None,U,U,Forereef,Mid,52.68378472,Y,Nihoa,Nihoa,Nihoa,Nihoa,Nihoa,Gaps in bathymetry
Nihoa,Nihoa,NWHI,None,U,U,Forereef,Shallow,5.680626717,Y,Nihoa,Nihoa,Nihoa,Nihoa,Nihoa,Gaps in bathymetry
Pearl & Hermes,Pearl & Hermes,NWHI,None,U,U,Backreef,All,1471.478356,N,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,
Pearl & Hermes,Pearl & Hermes,NWHI,None,U,U,Forereef,Deep,2427.794421,N,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,
Pearl & Hermes,Pearl & Hermes,NWHI,None,U,U,Forereef,Mid,5454.131479,N,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,
Pearl & Hermes,Pearl & Hermes,NWHI,None,U,U,Forereef,Shallow,615.6033439,N,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,
Pearl & Hermes,Pearl & Hermes,NWHI,None,U,U,Lagoon,Mid,2681.950925,N,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,
Pearl & Hermes,Pearl & Hermes,NWHI,None,U,U,Lagoon,Shallow,5161.106161,N,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,Pearl & Hermes,
Pioneer,Pioneer,NWHI,BANK,U,U,Forereef,Deep,5.320384168,N,Pioneer,Pioneer,Pioneer,Pioneer,Pioneer,
Raita,Raita,NWHI,BANK,U,U,Forereef,Deep,3118.12,N,Raita,Raita,Raita,Raita,Raita,
Raita,Raita,NWHI,BANK,U,U,Forereef,Mid,335.75,N,Raita,Raita,Raita,Raita,Raita,
StRogatine,StRogatine,NWHI,BANK,U,U,Forereef,Deep,1726.935,N,StRogatine,StRogatine,StRogatine,StRogatine,StRogatine,
Baker,Baker,PRIAs,None,U,U,Forereef,Deep,60.02154356,N,Baker,Baker,Baker,Baker,Baker,
Baker,Baker,PRIAs,None,U,U,Forereef,Mid,118.6325616,N,Baker,Baker,Baker,Baker,Baker,
Baker,Baker,PRIAs,None,U,U,Forereef,Shallow,211.6216964,N,Baker,Baker,Baker,Baker,Baker,
Howland,Howland,PRIAs,None,U,U,Forereef,Deep,18.78664183,N,Howland,Howland,Howland,Howland,Howland,
Howland,Howland,PRIAs,None,U,U,Forereef,Mid,40.21083959,N,Howland,Howland,Howland,Howland,Howland,
Howland,Howland,PRIAs,None,U,U,Forereef,Shallow,113.8553854,N,Howland,Howland,Howland,Howland,Howland,
Jarvis,Jarvis,PRIAs,None,U,U,Forereef,Deep,19.64306398,N,Jarvis,Jarvis,Jarvis,Jarvis,Jarvis,
Jarvis,Jarvis,PRIAs,None,U,U,Forereef,Mid,191.1130626,N,Jarvis,Jarvis,Jarvis,Jarvis,Jarvis,
Jarvis,Jarvis,PRIAs,None,U,U,Forereef,Shallow,155.1495257,N,Jarvis,Jarvis,Jarvis,Jarvis,Jarvis,
Johnston,Johnston,PRIAs,JOH,U,U,Backreef,Deep,1.20222388,N,Johnston,Johnston,Johnston,Johnston,Johnston,
Johnston,Johnston,PRIAs,JOH,U,U,Backreef,Mid,194.646307,N,Johnston,Johnston,Johnston,Johnston,Johnston,
Johnston,Johnston,PRIAs,JOH,U,U,Backreef,Shallow,476.0214727,N,Johnston,Johnston,Johnston,Johnston,Johnston,
Johnston,Johnston,PRIAs,JOH,U,U,Forereef,Deep,155.5810729,N,Johnston,Johnston,Johnston,Johnston,Johnston,
Johnston,Johnston,PRIAs,JOH,U,U,Forereef,Mid,323.0447292,N,Johnston,Johnston,Johnston,Johnston,Johnston,
Johnston,Johnston,PRIAs,JOH,U,U,Forereef,Shallow,234.7502312,N,Johnston,Johnston,Johnston,Johnston,Johnston,
Johnston,Johnston,PRIAs,JOH,U,U,Lagoon,Deep,2910.782902,N,Johnston,Johnston,Johnston,Johnston,Johnston,
Johnston,Johnston,PRIAs,JOH,U,U,Lagoon,Mid,3936.545626,N,Johnston,Johnston,Johnston,Johnston,Johnston,
Johnston,Johnston,PRIAs,JOH,U,U,Lagoon,Shallow,1177.620153,N,Johnston,Johnston,Johnston,Johnston,Johnston,
Kingman,Kingman,PRIAs,None,U,U,Backreef,Deep,160.2869536,N,Kingman,Kingman,Kingman,Kingman,Kingman,
Kingman,Kingman,PRIAs,None,U,U,Backreef,Mid,1464.254273,N,Kingman,Kingman,Kingman,Kingman,Kingman,
Kingman,Kingman,PRIAs,None,U,U,Backreef,Shallow,534.1884854,N,Kingman,Kingman,Kingman,Kingman,Kingman,
Kingman,Kingman,PRIAs,None,U,U,Forereef,Deep,131.9234976,N,Kingman,Kingman,Kingman,Kingman,Kingman,
Kingman,Kingman,PRIAs,None,U,U,Forereef,Mid,203.2483233,N,Kingman,Kingman,Kingman,Kingman,Kingman,
Kingman,Kingman,PRIAs,None,U,U,Forereef,Shallow,15.91234863,N,Kingman,Kingman,Kingman,Kingman,Kingman,
Kingman,Kingman,PRIAs,None,U,U,Lagoon,Deep,938.403659,N,Kingman,Kingman,Kingman,Kingman,Kingman,
Kingman,Kingman,PRIAs,None,U,U,Lagoon,Mid,236.0078497,N,Kingman,Kingman,Kingman,Kingman,Kingman,
Kingman,Kingman,PRIAs,None,U,U,Lagoon,Shallow,23.83704401,N,Kingman,Kingman,Kingman,Kingman,Kingman,
Kingman,Kingman,PRIAs,None,U,U,OTHER,OTHER,13.01242995,N,Kingman,Kingman,Kingman,Kingman,Kingman,
Palmyra,Palmyra,PRIAs,None,U,U,Backreef,Deep,11.58568484,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,
Palmyra,Palmyra,PRIAs,None,U,U,Backreef,Mid,67.99264287,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,
Palmyra,Palmyra,PRIAs,None,U,U,Backreef,Shallow,1246.94781,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,
Palmyra,Palmyra,PRIAs,None,U,U,Forereef,Deep,623.950261,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,
Palmyra,Palmyra,PRIAs,None,U,U,Forereef,Mid,1527.372655,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,
Palmyra,Palmyra,PRIAs,None,U,U,Forereef,Shallow,642.028097,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,
Palmyra,Palmyra,PRIAs,None,U,U,Lagoon,Mid,54.8903582,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,
Palmyra,Palmyra,PRIAs,None,U,U,Lagoon,Shallow,18.69397438,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,
Palmyra,Palmyra,PRIAs,None,U,U,OTHER,OTHER,19.27986332,N,Palmyra,Palmyra,Palmyra,Palmyra,Palmyra,
Wake,Wake,PRIAs,WAK,U,U,Backreef,Deep,0.008197859,N,Wake,Wake,Wake,Wake,Wake,
Wake,Wake,PRIAs,WAK,U,U,Backreef,Mid,5.530948577,N,Wake,Wake,Wake,Wake,Wake,
Wake,Wake,PRIAs,WAK,U,U,Backreef,Shallow,689.5000228,N,Wake,Wake,Wake,Wake,Wake,
Wake,Wake,PRIAs,WAK,U,U,Forereef,Deep,59.48386537,N,Wake,Wake,Wake,Wake,Wake,
Wake,Wake,PRIAs,WAK,U,U,Forereef,Mid,102.2772869,N,Wake,Wake,Wake,Wake,Wake,
Wake,Wake,PRIAs,WAK,U,U,Forereef,Shallow,117.9897305,N,Wake,Wake,Wake,Wake,Wake,
Wake,Wake,PRIAs,WAK,U,U,Lagoon,Shallow,307.2366532,N,Wake,Wake,Wake,Wake,Wake,
Ofu & Olosega,Ofu & Olosega,SAMOA,None,U,U,Forereef,Deep,303.685,N,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Area calculated from 50*50 grids
Ofu & Olosega,Ofu & Olosega,SAMOA,None,U,U,Forereef,Mid,369.0125,N,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Area calculated from 50*50 grids
Ofu & Olosega,Ofu & Olosega,SAMOA,None,U,U,Forereef,Shallow,120.675,N,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Ofu & Olosega,Area calculated from 50*50 grids
ROSE_UNSAMPLED,Rose,SAMOA,REMOTE,U,U,OTHER,OTHER,46.345,N,Rose,Rose,Rose,Rose,ROSE_OTHER,Area calculated from 50*50 grids
ROSE_OTHER,Rose,SAMOA,REMOTE,U,U,Backreef,All,171.3562,N,Rose,Rose,Rose,Rose,ROSE_OTHER,Area calculated from 50*50 grids
ROSE_OTHER,Rose,SAMOA,REMOTE,U,U,Lagoon,Deep,74.5,N,Rose,Rose,Rose,Rose,ROSE_OTHER,Area calculated from 50*50 grids
ROSE_OTHER,Rose,SAMOA,REMOTE,U,U,Lagoon,Mid,27.5,N,Rose,Rose,Rose,Rose,ROSE_OTHER,Area calculated from 50*50 grids
ROSE_OTHER,Rose,SAMOA,REMOTE,U,U,Lagoon,Shallow,2.25,N,Rose,Rose,Rose,Rose,ROSE_OTHER,Area calculated from 50*50 grids
ROSE_SANCTUARY,Rose,SAMOA,REMOTE,U,U,Forereef,Deep,16.5025,N,Rose,Rose,Rose,Rose,ROSE_SANCTUARY,Area calculated from 50*50 grids
ROSE_SANCTUARY,Rose,SAMOA,REMOTE,U,U,Forereef,Mid,85.3,N,Rose,Rose,Rose,Rose,ROSE_SANCTUARY,Area calculated from 50*50 grids
ROSE_SANCTUARY,Rose,SAMOA,REMOTE,U,U,Forereef,Shallow,18.4925,N,Rose,Rose,Rose,Rose,ROSE_SANCTUARY,Area calculated from 50*50 grids
South Bank,South Bank,SAMOA,None,U,U,Forereef,Deep,25,Y,South Bank,South Bank,South Bank,South Bank,South Bank,"Arbitrarily setting to 25ha, assuming also that it is all deep .. CRED found it hard to find any bottom < 30m"
SWAINS_OPEN,Swains,SAMOA,REMOTE,U,U,Forereef,Deep,2.930460683,N,Swains,Swains,Swains,SWAINS_OPEN,SWAINS_OPEN,
SWAINS_OPEN,Swains,SAMOA,REMOTE,U,U,Forereef,Mid,15.6128307,N,Swains,Swains,Swains,SWAINS_OPEN,SWAINS_OPEN,
SWAINS_OPEN,Swains,SAMOA,REMOTE,U,U,Forereef,Shallow,92.22740392,N,Swains,Swains,Swains,SWAINS_OPEN,SWAINS_OPEN,
SWAINS_SANCTUARY,Swains,SAMOA,REMOTE,U,U,Forereef,Deep,9.371844797,N,Swains,Swains,Swains,SWAINS_SANCTUARY,SWAINS_SANCTUARY,
SWAINS_SANCTUARY,Swains,SAMOA,REMOTE,U,U,Forereef,Mid,41.80811022,N,Swains,Swains,Swains,SWAINS_SANCTUARY,SWAINS_SANCTUARY,
SWAINS_SANCTUARY,Swains,SAMOA,REMOTE,U,U,Forereef,Shallow,118.5523679,N,Swains,Swains,Swains,SWAINS_SANCTUARY,SWAINS_SANCTUARY,
TAU_OPEN,Tau,SAMOA,None,U,U,Forereef,Deep,179.335,N,Tau,Tau,Tau,Tau,Tau,Area calculated from 50*50 grids
TAU_OPEN,Tau,SAMOA,None,U,U,Forereef,Mid,494.905,N,Tau,Tau,Tau,Tau,Tau,Area calculated from 50*50 grids
TAU_OPEN,Tau,SAMOA,None,U,U,Forereef,Shallow,119.3825,N,Tau,Tau,Tau,Tau,Tau,Area calculated from 50*50 grids
TAU_SANCTUARY,Tau,SAMOA,None,U,U,Forereef,Deep,24.1775,N,Tau,Tau,Tau,Tau,Tau,Area calculated from 50*50 grids
TAU_SANCTUARY,Tau,SAMOA,None,U,U,Forereef,Mid,71.735,N,Tau,Tau,Tau,Tau,Tau,Area calculated from 50*50 grids
TAU_SANCTUARY,Tau,SAMOA,None,U,U,Forereef,Shallow,14.335,N,Tau,Tau,Tau,Tau,Tau,Area calculated from 50*50 grids
TUT_NE,Tutuila,SAMOA,None,U,U,Forereef,Deep,372.75,N,Tutuila,Tutuila,Tutuila,TUT_NE,TUT_NE,
TUT_NE,Tutuila,SAMOA,None,U,U,Forereef,Mid,424.975915,N,Tutuila,Tutuila,Tutuila,TUT_NE,TUT_NE,
TUT_NE,Tutuila,SAMOA,None,U,U,Forereef,Shallow,272.908652,N,Tutuila,Tutuila,Tutuila,TUT_NE,TUT_NE,
AUNUU_SANCTUARY_B,Tutuila,SAMOA,None,U,U,Forereef,Deep,202.75,N,Tutuila,Tutuila,Tutuila,TUT_NE,AUNUU_SANCTUARY_B,
AUNUU_SANCTUARY_B,Tutuila,SAMOA,None,U,U,Forereef,Mid,40.785613,N,Tutuila,Tutuila,Tutuila,TUT_NE,AUNUU_SANCTUARY_B,
AUNUU_SANCTUARY_B,Tutuila,SAMOA,None,U,U,Forereef,Shallow,0.237178,N,Tutuila,Tutuila,Tutuila,TUT_NE,AUNUU_SANCTUARY_B,
TUT_NW,Tutuila,SAMOA,None,U,U,Forereef,Deep,257.749805,N,Tutuila,Tutuila,Tutuila,TUT_NW,TUT_NW,
TUT_NW,Tutuila,SAMOA,None,U,U,Forereef,Mid,220.279623,N,Tutuila,Tutuila,Tutuila,TUT_NW,TUT_NW,
TUT_NW,Tutuila,SAMOA,None,U,U,Forereef,Shallow,130.40737,N,Tutuila,Tutuila,Tutuila,TUT_NW,TUT_NW,
FAGATELE_SANCTUARY,Tutuila,SAMOA,None,U,U,Forereef,Deep,4.5,N,Tutuila,Tutuila,Tutuila,TUT_SW,FAGATELE_SANCTUARY,
FAGATELE_SANCTUARY,Tutuila,SAMOA,None,U,U,Forereef,Mid,20.240437,N,Tutuila,Tutuila,Tutuila,TUT_SW,FAGATELE_SANCTUARY,
FAGATELE_SANCTUARY,Tutuila,SAMOA,None,U,U,Forereef,Shallow,9.40478,N,Tutuila,Tutuila,Tutuila,TUT_SW,FAGATELE_SANCTUARY,
TUT_SE,Tutuila,SAMOA,None,U,U,Forereef,Deep,291.75,N,Tutuila,Tutuila,Tutuila,TUT_SE,TUT_SE,
TUT_SE,Tutuila,SAMOA,None,U,U,Forereef,Mid,659.467967,N,Tutuila,Tutuila,Tutuila,TUT_SE,TUT_SE,
TUT_SE,Tutuila,SAMOA,None,U,U,Forereef,Shallow,472.86253,N,Tutuila,Tutuila,Tutuila,TUT_SE,TUT_SE,
TUT_SW,Tutuila,SAMOA,None,U,U,Forereef,Deep,266.229803,N,Tutuila,Tutuila,Tutuila,TUT_SW,TUT_SW,
TUT_SW,Tutuila,SAMOA,None,U,U,Forereef,Mid,227.456372,N,Tutuila,Tutuila,Tutuila,TUT_SW,TUT_SW,
TUT_SW,Tutuila,SAMOA,None,U,U,Forereef,Shallow,208.774795,N,Tutuila,Tutuila,Tutuila,TUT_SW,TUT_SW,
TUT_PAGOPAGO,Tutuila,SAMOA,None,U,U,Forereef,Deep,9.748664,N,Tutuila,Tutuila,Tutuila,TUT_PAGOPAGO,TUT_PAGOPAGO,
TUT_PAGOPAGO,Tutuila,SAMOA,None,U,U,Forereef,Mid,29.396668,N,Tutuila,Tutuila,Tutuila,TUT_PAGOPAGO,TUT_PAGOPAGO,
TUT_PAGOPAGO,Tutuila,SAMOA,None,U,U,Forereef,Shallow,59.74816,N,Tutuila,Tutuila,Tutuila,TUT_PAGOPAGO,TUT_PAGOPAGO,
