REGION,ISLAND,SEC_NAME,REEF_ZONE,DEPTH_BIN,AREA_HA,NH,RAMP_BASIC,MARI2011,MARI2014,TUT10_12,AS_SANCTUARY,REP_CARD,A_BENTHIC_REP_CARD,BENTHIC_SEC_CODE,GEN_MHI_STRUCTURE,PROTECTION_DS,NOTES
MHI,Kahoolawe,KAH_NORTH,Forereef,Deep,200,811,KAH_NORTH,KAH_NORTH,KAH_NORTH,KAH_NORTH,KAH_NORTH,Maui-nui,KAH_CR,KAH_CRNO,CR,OPEN,Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized
MHI,Kahoolawe,KAH_NORTH,Forereef,Mid,200,811,KAH_NORTH,KAH_NORTH,KAH_NORTH,KAH_NORTH,KAH_NORTH,Maui-nui,KAH_CR,KAH_CRNO,CR,OPEN,Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized
MHI,Kahoolawe,KAH_NORTH,Forereef,Shallow,200,811,KAH_NORTH,KAH_NORTH,KAH_NORTH,KAH_NORTH,KAH_NORTH,Maui-nui,KAH_CR,KAH_CRNO,CR,OPEN,Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized
MHI,Kahoolawe,KAH_SOUTH,Forereef,Deep,200,944,KAH_SOUTH,KAH_SOUTH,KAH_SOUTH,KAH_SOUTH,KAH_SOUTH,Maui-nui,KAH_CR,KAH_CRSO,CR,OPEN,Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized
MHI,Kahoolawe,KAH_SOUTH,Forereef,Mid,200,944,KAH_SOUTH,KAH_SOUTH,KAH_SOUTH,KAH_SOUTH,KAH_SOUTH,Maui-nui,KAH_CR,KAH_CRSO,CR,OPEN,Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized
MHI,Kahoolawe,KAH_SOUTH,Forereef,Shallow,200,944,KAH_SOUTH,KAH_SOUTH,KAH_SOUTH,KAH_SOUTH,KAH_SOUTH,Maui-nui,KAH_CR,KAH_CRSO,CR,OPEN,Unkown Size .. Setting to 1/6 of our very rough ballpark estimate of habitat area. It seems low! Critical point for now is that all Kahoolawe sectors are eqaully sized
MHI,Kauai,KAU_EAST,Forereef,Deep,2891.111917,11564,KAU_EAST,KAU_EAST,KAU_EAST,KAU_EAST,KAU_EAST,Kaa-Nii,KAU_SI,KAU_SIEA,SI,OPEN,
MHI,Kauai,KAU_EAST,Forereef,Mid,5602.631417,22411,KAU_EAST,KAU_EAST,KAU_EAST,KAU_EAST,KAU_EAST,Kaa-Nii,KAU_SI,KAU_SIEA,SI,OPEN,
MHI,Kauai,KAU_EAST,Forereef,Shallow,3051.65048,12207,KAU_EAST,KAU_EAST,KAU_EAST,KAU_EAST,KAU_EAST,Kaa-Nii,KAU_SI,KAU_SIEA,SI,OPEN,
MHI,Kauai,KAU_NAPALI,Forereef,Deep,4307.948554,17232,KAU_NAPALI,KAU_NAPALI,KAU_NAPALI,KAU_NAPALI,KAU_NAPALI,Kaa-Nii,KAU_SI,KAU_SINA,SI,OPEN,
MHI,Kauai,KAU_NAPALI,Forereef,Mid,1876.001023,7504,KAU_NAPALI,KAU_NAPALI,KAU_NAPALI,KAU_NAPALI,KAU_NAPALI,Kaa-Nii,KAU_SI,KAU_SINA,SI,OPEN,
MHI,Kauai,KAU_NAPALI,Forereef,Shallow,397.7237848,1591,KAU_NAPALI,KAU_NAPALI,KAU_NAPALI,KAU_NAPALI,KAU_NAPALI,Kaa-Nii,KAU_SI,KAU_SINA,SI,OPEN,
MHI,Kaula,KAL_KAULA,Forereef,Deep,277.0347708,1108,KAL_KAULA,KAL_KAULA,KAL_KAULA,KAL_KAULA,KAL_KAULA,Kaa-Nii,KAL_SI,KAL_SIAL,SI,OPEN,
MHI,Kaula,KAL_KAULA,Forereef,Mid,50.28867577,201,KAL_KAULA,KAL_KAULA,KAL_KAULA,KAL_KAULA,KAL_KAULA,Kaa-Nii,KAL_SI,KAL_SIAL,SI,OPEN,
MHI,Kaula,KAL_KAULA,Forereef,Shallow,18.50064904,74,KAL_KAULA,KAL_KAULA,KAL_KAULA,KAL_KAULA,KAL_KAULA,Kaa-Nii,KAL_SI,KAL_SIAL,SI,OPEN,
MHI,Lanai,LAN_NORTH,Forereef,Deep,291.3020737,1165,LAN_NORTH,LAN_NORTH,LAN_NORTH,LAN_NORTH,LAN_NORTH,Maui-nui,LAN_CR,LAN_CRNO,CR,OPEN,
MHI,Lanai,LAN_NORTH,Forereef,Mid,599.9003844,2400,LAN_NORTH,LAN_NORTH,LAN_NORTH,LAN_NORTH,LAN_NORTH,Maui-nui,LAN_CR,LAN_CRNO,CR,OPEN,
MHI,Lanai,LAN_NORTH,Forereef,Shallow,631.8075072,2527,LAN_NORTH,LAN_NORTH,LAN_NORTH,LAN_NORTH,LAN_NORTH,Maui-nui,LAN_CR,LAN_CRNO,CR,OPEN,
MHI,Lanai,LAN_SOUTH,Forereef,Deep,246.6043512,986,LAN_SOUTH,LAN_SOUTH,LAN_SOUTH,LAN_SOUTH,LAN_SOUTH,Maui-nui,LAN_CM,LAN_CMSO,CM,OPEN,
MHI,Lanai,LAN_SOUTH,Forereef,Mid,487.9877445,1952,LAN_SOUTH,LAN_SOUTH,LAN_SOUTH,LAN_SOUTH,LAN_SOUTH,Maui-nui,LAN_CM,LAN_CMSO,CM,OPEN,
MHI,Lanai,LAN_SOUTH,Forereef,Shallow,746.0718328,2984,LAN_SOUTH,LAN_SOUTH,LAN_SOUTH,LAN_SOUTH,LAN_SOUTH,Maui-nui,LAN_CM,LAN_CMSO,CM,OPEN,
MHI,Maui,MAI_HANA,Forereef,Deep,225.5929875,902,MAI_HANA,MAI_HANA,MAI_HANA,MAI_HANA,MAI_HANA,Maui-nui,MAI_CM,MAI_CMHA,CM,OPEN,
MHI,Maui,MAI_HANA,Forereef,Mid,258.3916816,1034,MAI_HANA,MAI_HANA,MAI_HANA,MAI_HANA,MAI_HANA,Maui-nui,MAI_CM,MAI_CMHA,CM,OPEN,
MHI,Maui,MAI_HANA,Forereef,Shallow,190.0864145,760,MAI_HANA,MAI_HANA,MAI_HANA,MAI_HANA,MAI_HANA,Maui-nui,MAI_CM,MAI_CMHA,CM,OPEN,
MHI,Maui,MAI_KAHULUI,Forereef,Deep,438.345922,1753,MAI_KAHULUI,MAI_KAHULUI,MAI_KAHULUI,MAI_KAHULUI,MAI_KAHULUI,Maui-nui,MAI_CM,MAI_CMKA,CM,OPEN,
MHI,Maui,MAI_KAHULUI,Forereef,Mid,850.0936376,3400,MAI_KAHULUI,MAI_KAHULUI,MAI_KAHULUI,MAI_KAHULUI,MAI_KAHULUI,Maui-nui,MAI_CM,MAI_CMKA,CM,OPEN,
MHI,Maui,MAI_KAHULUI,Forereef,Shallow,1099.201993,4397,MAI_KAHULUI,MAI_KAHULUI,MAI_KAHULUI,MAI_KAHULUI,MAI_KAHULUI,Maui-nui,MAI_CM,MAI_CMKA,CM,OPEN,
MHI,Maui,MAI_KIHEI,Forereef,Deep,537.9614588,2152,MAI_KIHEI,MAI_KIHEI,MAI_KIHEI,MAI_KIHEI,MAI_KIHEI,Maui-nui,MAI_CM,MAI_CMKI,CM,OPEN,
MHI,Maui,MAI_KIHEI,Forereef,Mid,682.5282166,2730,MAI_KIHEI,MAI_KIHEI,MAI_KIHEI,MAI_KIHEI,MAI_KIHEI,Maui-nui,MAI_CM,MAI_CMKI,CM,OPEN,
MHI,Maui,MAI_KIHEI,Forereef,Shallow,650.0680159,2600,MAI_KIHEI,MAI_KIHEI,MAI_KIHEI,MAI_KIHEI,MAI_KIHEI,Maui-nui,MAI_CM,MAI_CMKI,CM,OPEN,
MHI,Maui,MAI_LAHAINA,Forereef,Deep,287.1615845,1149,MAI_LAHAINA,MAI_LAHAINA,MAI_LAHAINA,MAI_LAHAINA,MAI_LAHAINA,Maui-nui,MAI_SI,MAI_SILA,SI,OPEN,
MHI,Maui,MAI_LAHAINA,Forereef,Mid,483.9295632,1936,MAI_LAHAINA,MAI_LAHAINA,MAI_LAHAINA,MAI_LAHAINA,MAI_LAHAINA,Maui-nui,MAI_SI,MAI_SILA,SI,OPEN,
MHI,Maui,MAI_LAHAINA,Forereef,Shallow,439.3470347,1757,MAI_LAHAINA,MAI_LAHAINA,MAI_LAHAINA,MAI_LAHAINA,MAI_LAHAINA,Maui-nui,MAI_SI,MAI_SILA,SI,OPEN,
MHI,Maui,MAI_MOLOKINI,Forereef,Deep,6.25,NA,MAI_MOLOKINI,MAI_MOLOKINI,MAI_MOLOKINI,MAI_MOLOKINI,MAI_MOLOKINI,Maui-nui,MAI_CR,MAI_CRMO,CR,OPEN,"Assume is 25ha, assume 50% is mid, split rest equally"
MHI,Maui,MAI_MOLOKINI,Forereef,Mid,12.5,NA,MAI_MOLOKINI,MAI_MOLOKINI,MAI_MOLOKINI,MAI_MOLOKINI,MAI_MOLOKINI,Maui-nui,MAI_CR,MAI_CRMO,CR,OPEN,"Assume is 25ha, assume 50% is mid, split rest equally"
MHI,Maui,MAI_MOLOKINI,Forereef,Shallow,6.25,NA,MAI_MOLOKINI,MAI_MOLOKINI,MAI_MOLOKINI,MAI_MOLOKINI,MAI_MOLOKINI,Maui-nui,MAI_CR,MAI_CRMO,CR,OPEN,"Assume is 25ha, assume 50% is mid, split rest equally"
MHI,Maui,MAI_NE,Forereef,Deep,883.3579854,3533,MAI_NE,MAI_NE,MAI_NE,MAI_NE,MAI_NE,Maui-nui,MAI_CM,MAI_CMNE,CM,OPEN,
MHI,Maui,MAI_NE,Forereef,Mid,926.711758,3707,MAI_NE,MAI_NE,MAI_NE,MAI_NE,MAI_NE,Maui-nui,MAI_CM,MAI_CMNE,CM,OPEN,
MHI,Maui,MAI_NE,Forereef,Shallow,481.2408332,1925,MAI_NE,MAI_NE,MAI_NE,MAI_NE,MAI_NE,Maui-nui,MAI_CM,MAI_CMNE,CM,OPEN,
MHI,Maui,MAI_NW,Forereef,Deep,315.7175228,1263,MAI_NW,MAI_NW,MAI_NW,MAI_NW,MAI_NW,Maui-nui,MAI_CM,MAI_CMNW,CM,OPEN,
MHI,Maui,MAI_NW,Forereef,Mid,287.74445,1151,MAI_NW,MAI_NW,MAI_NW,MAI_NW,MAI_NW,Maui-nui,MAI_CM,MAI_CMNW,CM,OPEN,
MHI,Maui,MAI_NW,Forereef,Shallow,176.1167662,704,MAI_NW,MAI_NW,MAI_NW,MAI_NW,MAI_NW,Maui-nui,MAI_CM,MAI_CMNW,CM,OPEN,
MHI,Maui,MAI_SE,Forereef,Deep,788.37286,3153,MAI_SE,MAI_SE,MAI_SE,MAI_SE,MAI_SE,Maui-nui,MAI_CM,MAI_CMSE,CM,OPEN,
MHI,Maui,MAI_SE,Forereef,Mid,690.2023226,2761,MAI_SE,MAI_SE,MAI_SE,MAI_SE,MAI_SE,Maui-nui,MAI_CM,MAI_CMSE,CM,OPEN,
MHI,Maui,MAI_SE,Forereef,Shallow,405.0121276,1620,MAI_SE,MAI_SE,MAI_SE,MAI_SE,MAI_SE,Maui-nui,MAI_CM,MAI_CMSE,CM,OPEN,
MHI,Molokai,MOL_NW,Forereef,Deep,733.1293957,2933,MOL_NW,MOL_NW,MOL_NW,MOL_NW,MOL_NW,Maui-nui,MOL_SI,MOL_SINW,SI,OPEN,
MHI,Molokai,MOL_NW,Forereef,Mid,601.1779629,2405,MOL_NW,MOL_NW,MOL_NW,MOL_NW,MOL_NW,Maui-nui,MOL_SI,MOL_SINW,SI,OPEN,
MHI,Molokai,MOL_NW,Forereef,Shallow,501.1542337,2005,MOL_NW,MOL_NW,MOL_NW,MOL_NW,MOL_NW,Maui-nui,MOL_SI,MOL_SINW,SI,OPEN,
MHI,Molokai,MOL_PALI,Forereef,Deep,634.0842128,2536,MOL_PALI,MOL_PALI,MOL_PALI,MOL_PALI,MOL_PALI,Maui-nui,MOL_CM,MOL_CMPA,CM,OPEN,
MHI,Molokai,MOL_PALI,Forereef,Mid,467.9624676,1872,MOL_PALI,MOL_PALI,MOL_PALI,MOL_PALI,MOL_PALI,Maui-nui,MOL_CM,MOL_CMPA,CM,OPEN,
MHI,Molokai,MOL_PALI,Forereef,Shallow,516.2585992,2065,MOL_PALI,MOL_PALI,MOL_PALI,MOL_PALI,MOL_PALI,Maui-nui,MOL_CM,MOL_CMPA,CM,OPEN,
MHI,Molokai,MOL_SOUTH,Forereef,Deep,603.9775235,2416,MOL_SOUTH,MOL_SOUTH,MOL_SOUTH,MOL_SOUTH,MOL_SOUTH,Maui-nui,MOL_CR,MOL_CRSO,CR,OPEN,
MHI,Molokai,MOL_SOUTH,Forereef,Mid,1293.344283,5173,MOL_SOUTH,MOL_SOUTH,MOL_SOUTH,MOL_SOUTH,MOL_SOUTH,Maui-nui,MOL_CR,MOL_CRSO,CR,OPEN,
MHI,Molokai,MOL_SOUTH,Forereef,Shallow,4232.003508,16928,MOL_SOUTH,MOL_SOUTH,MOL_SOUTH,MOL_SOUTH,MOL_SOUTH,Maui-nui,MOL_CR,MOL_CRSO,CR,OPEN,
MHI,Molokai,MOL_WEST,Forereef,Deep,1384.213479,5537,MOL_WEST,MOL_WEST,MOL_WEST,MOL_WEST,MOL_WEST,Maui-nui,MOL_SI,MOL_SIWE,SI,OPEN,
MHI,Molokai,MOL_WEST,Forereef,Mid,1250.749123,5003,MOL_WEST,MOL_WEST,MOL_WEST,MOL_WEST,MOL_WEST,Maui-nui,MOL_SI,MOL_SIWE,SI,OPEN,
MHI,Molokai,MOL_WEST,Forereef,Shallow,512.2388267,2049,MOL_WEST,MOL_WEST,MOL_WEST,MOL_WEST,MOL_WEST,Maui-nui,MOL_SI,MOL_SIWE,SI,OPEN,
MHI,Niihau,NII_EAST,Forereef,Deep,1027.496786,4110,NII_EAST,NII_EAST,NII_EAST,NII_EAST,NII_EAST,Kaa-Nii,NII_SI,NII_SIEA,SI,OPEN,
MHI,Niihau,NII_EAST,Forereef,Mid,1137.990268,4552,NII_EAST,NII_EAST,NII_EAST,NII_EAST,NII_EAST,Kaa-Nii,NII_SI,NII_SIEA,SI,OPEN,
MHI,Niihau,NII_EAST,Forereef,Shallow,613.9646175,2456,NII_EAST,NII_EAST,NII_EAST,NII_EAST,NII_EAST,Kaa-Nii,NII_SI,NII_SIEA,SI,OPEN,
MHI,Niihau,NII_LEHUA,Forereef,Deep,263,1052,NII_LEHUA,NII_LEHUA,NII_LEHUA,NII_LEHUA,NII_LEHUA,Kaa-Nii,NII_CM,NII_CMLE,CM,OPEN,
MHI,Niihau,NII_LEHUA,Forereef,Mid,487.75,1951,NII_LEHUA,NII_LEHUA,NII_LEHUA,NII_LEHUA,NII_LEHUA,Kaa-Nii,NII_CM,NII_CMLE,CM,OPEN,
MHI,Niihau,NII_LEHUA,Forereef,Shallow,354.75,1419,NII_LEHUA,NII_LEHUA,NII_LEHUA,NII_LEHUA,NII_LEHUA,Kaa-Nii,NII_CM,NII_CMLE,CM,OPEN,
MHI,Niihau,NII_WEST,Forereef,Deep,1468.465202,5874,NII_WEST,NII_WEST,NII_WEST,NII_WEST,NII_WEST,Kaa-Nii,NII_SI,NII_SIWE,SI,OPEN,
MHI,Niihau,NII_WEST,Forereef,Mid,2992.988492,11972,NII_WEST,NII_WEST,NII_WEST,NII_WEST,NII_WEST,Kaa-Nii,NII_SI,NII_SIWE,SI,OPEN,
MHI,Niihau,NII_WEST,Forereef,Shallow,919.395945,3678,NII_WEST,NII_WEST,NII_WEST,NII_WEST,NII_WEST,Kaa-Nii,NII_SI,NII_SIWE,SI,OPEN,
MHI,Oahu,OAH_EAST,Forereef,Deep,978.9371021,3916,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,Oahu,OAH_CM,OAH_CMEA,SI,OPEN,
MHI,Oahu,OAH_EAST,Forereef,Mid,1848.277607,7393,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,Oahu,OAH_CM,OAH_CMEA,SI,OPEN,
MHI,Oahu,OAH_EAST,Forereef,Shallow,1541.871579,6167,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,OAH_EAST,Oahu,OAH_CM,OAH_CMEA,SI,OPEN,
MHI,Oahu,OAH_KAENA,Forereef,Deep,673.0399306,2692,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,Oahu,OAH_CM,OAH_CMKA,SI,OPEN,
MHI,Oahu,OAH_KAENA,Forereef,Mid,632.1302084,2529,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,Oahu,OAH_CM,OAH_CMKA,SI,OPEN,
MHI,Oahu,OAH_KAENA,Forereef,Shallow,343.0090114,1372,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,OAH_KAENA,Oahu,OAH_CM,OAH_CMKA,SI,OPEN,
MHI,Oahu,OAH_NE,Forereef,Deep,605.4764457,2422,OAH_NE,OAH_NE,OAH_NE,OAH_NE,OAH_NE,Oahu,OAH_SI,OAH_SINE,SI,OPEN,
MHI,Oahu,OAH_NE,Forereef,Mid,3213.604407,12854,OAH_NE,OAH_NE,OAH_NE,OAH_NE,OAH_NE,Oahu,OAH_SI,OAH_SINE,SI,OPEN,
MHI,Oahu,OAH_NE,Forereef,Shallow,3680.967178,14724,OAH_NE,OAH_NE,OAH_NE,OAH_NE,OAH_NE,Oahu,OAH_SI,OAH_SINE,SI,OPEN,
MHI,Oahu,OAH_NORTH,Forereef,Deep,556.2921428,2225,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,Oahu,OAH_SI,OAH_SINO,SI,OPEN,
MHI,Oahu,OAH_NORTH,Forereef,Mid,1146.80066,4587,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,Oahu,OAH_SI,OAH_SINO,SI,OPEN,
MHI,Oahu,OAH_NORTH,Forereef,Shallow,856.7078885,3427,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,OAH_NORTH,Oahu,OAH_SI,OAH_SINO,SI,OPEN,
MHI,Oahu,OAH_SOUTH,Forereef,Deep,1457.29677,5829,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,Oahu,OAH_SI,OAH_SISO,SI,OPEN,
MHI,Oahu,OAH_SOUTH,Forereef,Mid,3926.206706,15705,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,Oahu,OAH_SI,OAH_SISO,SI,OPEN,
MHI,Oahu,OAH_SOUTH,Forereef,Shallow,3658.205214,14633,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,OAH_SOUTH,Oahu,OAH_SI,OAH_SISO,SI,OPEN,
NWHI,French Frigate,French Frigate,Backreef,Mid,34.72195894,35,NA,NA,NA,NA,NA,NA,FFS,FFS,,PMNM,NA
NWHI,French Frigate,French Frigate,Backreef,Shallow,634.7314361,635,NA,NA,NA,NA,NA,NA,FFS,FFS,,PMNM,NA
NWHI,French Frigate,French Frigate,Lagoon,Deep,5056.025627,5056,NA,NA,NA,NA,NA,NA,FFS,FFS,,PMNM,NA
NWHI,Kure,Kure,Backreef,Mid,0.694431419,1,NA,NA,NA,NA,NA,NA,KUR,KUR,,PMNM,NA
NWHI,Kure,Kure,Backreef,Shallow,312.5339812,313,NA,NA,NA,NA,NA,NA,KUR,KUR,,PMNM,NA
NWHI,Maro,Maro,Backreef,Deep,4466.87792,4467,NA,NA,NA,NA,NA,NA,MAR,MAR,,PMNM,NA
NWHI,Maro,Maro,Backreef,Mid,3728.607834,3729,NA,NA,NA,NA,NA,NA,MAR,MAR,,PMNM,NA
NWHI,Midway,Midway,Backreef,Deep,0.009372889,0,NA,NA,NA,NA,NA,NA,MID,MID,,PMNM,NA
NWHI,Midway,Midway,Backreef,Mid,4.95344021,5,NA,NA,NA,NA,NA,NA,MID,MID,,PMNM,NA
NWHI,Midway,Midway,Backreef,Shallow,409.997152,410,NA,NA,NA,NA,NA,NA,MID,MID,,PMNM,NA
NWHI,Pearl & Hermes,Pearl & Hermes,Backreef,Mid,48.85735714,49,NA,NA,NA,NA,NA,NA,PHR,PHR,,PMNM,NA
NWHI,Pearl & Hermes,Pearl & Hermes,Backreef,Shallow,1422.620999,1423,NA,NA,NA,NA,NA,NA,PHR,PHR,,PMNM,NA
SAMOA,Tutuila,TUT_AUNUU_A,Forereef,Deep,79.25,317,NA,NA,NA,NA,NA,NA,TUT_NE,TUT_NE,,AUNA,NA
SAMOA,Tutuila,TUT_AUNUU_A,Forereef,Mid,151.55944,606,NA,NA,NA,NA,NA,NA,TUT_NE,TUT_NE,,AUNA,NA
SAMOA,Tutuila,TUT_AUNUU_A,Forereef,Shallow,22.626828,91,NA,NA,NA,NA,NA,NA,TUT_NE,TUT_NE,,AUNA,NA
SAMOA,Tutuila,TUT_FAGALUA,Forereef,Deep,7.729803,31,NA,NA,NA,NA,NA,NA,TUT_SW,TUT_SW,,FAGL,NA
SAMOA,Tutuila,TUT_FAGALUA,Forereef,Mid,27.717142,111,NA,NA,NA,NA,NA,NA,TUT_SW,TUT_SW,,FAGL,NA
SAMOA,Tutuila,TUT_FAGALUA,Forereef,Shallow,6.628024,27,NA,NA,NA,NA,NA,NA,TUT_SW,TUT_SW,,FAGL,NA
NWHI,Brooks,Brooks,Forereef,Deep,66.21195617,66,Brooks,Brooks,Brooks,Brooks,Brooks,NWHI_NOT_NCRMP,Brooks,Brooks,,BANK,
NWHI,French Frigate,French Frigate,Backreef,All,1135.69,NA,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,FFS,FFS,NA,NA,
NWHI,French Frigate,French Frigate,Forereef,Deep,247.22,3237,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,FFS,FFS,,PMNM,
NWHI,French Frigate,French Frigate,Forereef,Mid,4498.01,4787,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,FFS,FFS,,PMNM,
NWHI,French Frigate,French Frigate,Forereef,Shallow,652.92,849,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,FFS,FFS,,PMNM,
NWHI,French Frigate,French Frigate,Lagoon,Mid,7827.37,11060,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,FFS,FFS,,PMNM,
NWHI,French Frigate,French Frigate,Lagoon,Shallow,1900.78,2139,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,FFS,FFS,,PMNM,
NWHI,French Frigate,French Frigate,Protected Slope,Deep,8082.28,NA,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,FFS,FFS,NA,NA,
NWHI,French Frigate,French Frigate,Protected Slope,Mid,3420.42,NA,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,FFS,FFS,NA,NA,
NWHI,French Frigate,French Frigate,Protected Slope,Shallow,1,NA,French Frigate,French Frigate,French Frigate,French Frigate,French Frigate,NWHI,FFS,FFS,NA,NA,We have 2 sites now called Protected Slope Shallow. They possibly should be Lagoon or something else.. But we do need a sector value for now
NWHI,Gardner,Gardner,Forereef,Deep,28559.86045,28560,Gardner,Gardner,Gardner,Gardner,Gardner,NWHI_NOT_NCRMP,GAR,GAR,,PMNM,"Virtually no bathymetry, huge uncertainty, assuming 90% of roughly estimates bottom is in deep forereef"
NWHI,Gardner,Gardner,Forereef,Mid,1586.658914,1587,Gardner,Gardner,Gardner,Gardner,Gardner,NWHI_NOT_NCRMP,GAR,GAR,,PMNM,"Virtually no bathymetry, huge uncertainty, assuming 90% of roughly estimates bottom is in deep forereef"
NWHI,Gardner,Gardner,Forereef,Shallow,1586.658914,1587,Gardner,Gardner,Gardner,Gardner,Gardner,NWHI_NOT_NCRMP,GAR,GAR,,PMNM,"Virtually no bathymetry, huge uncertainty, assuming 90% of roughly estimates bottom is in deep forereef"
NWHI,Kure,Kure,Backreef,All,313.2284126,NA,Kure,Kure,Kure,Kure,Kure,NWHI,KUR,KUR,NA,NA,
NWHI,Kure,Kure,Forereef,Deep,1122.511521,1123,Kure,Kure,Kure,Kure,Kure,NWHI,KUR,KUR,,PMNM,
NWHI,Kure,Kure,Forereef,Mid,1096.142722,1096,Kure,Kure,Kure,Kure,Kure,NWHI,KUR,KUR,,PMNM,
NWHI,Kure,Kure,Forereef,Shallow,219.8318451,220,Kure,Kure,Kure,Kure,Kure,NWHI,KUR,KUR,,PMNM,
NWHI,Kure,Kure,Lagoon,Mid,146.065072,146,Kure,Kure,Kure,Kure,Kure,NWHI,KUR,KUR,,PMNM,
NWHI,Kure,Kure,Lagoon,Shallow,801.5929159,802,Kure,Kure,Kure,Kure,Kure,NWHI,KUR,KUR,,PMNM,
NWHI,Laysan,Laysan,Forereef,Deep,1763.688407,1764,Laysan,Laysan,Laysan,Laysan,Laysan,NWHI,LAY,LAY,,PMNM,"Very rough guess, many many estimations"
